0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	6
1	6
2	3
2	3
2	3
2	3
3	116
3	116
3	31
3	31
